Timestamp,Hypothesis or gap?,Paper ID,Text from paper,Agriculture & Food Industry Changes,Climate & Weather,Human demographics and behavior,Population & Community Ecology,International Travel & Commerce (non-food),Socio-political environment,Hosts,Pathogens,Land Use Changes,Sentence Summary
6/6/2018 14:41,Hypothesis,15,"agricultural surplus was stored in deposits, increasing the potential risk of infection by contamination of the grain or other foodstuffs and by attracting animals like rodents, the natural hosts of various zoonoses affecting humans",attraction of wildlife and commensals,,"(changes in) food preferences, preparation, and storage",,,,,,,
6/6/2018 14:43,Hypothesis,15,"climate changes affected the production of cultivated grains, leading to subsistence crises. The population was thus forced to turn to the consumption of wild vegetables, and also hunting and fishing, often consuming raw items",,extreme climate events,"(changes in) food preferences, preparation, and storage",,,famine,,,,
6/6/2018 15:54,Hypothesis,16,"contact rates between zoonotic hosts, humans, and vectors can respond to changes in landscape or climate...Changes in contact rates that accompany environmental changes can occur both within and between populations...changes in landscape and climate can affect contact rates between developmental stages of pathogen life cycles and hosts (zoonotic or humans); for instance, environmental stressors can change longevity or movement patterns of environmental stages of vectors or hosts and thereby affect contact rates",,global warming,,(changes in) interspecies contact,,,(changes in) abundance and distribution,,,
6/6/2018 15:56,Hypothesis,16,"Anthropogenic changes to landscapes, from fragmentation of previously continuous habitats to creation of reserves, can concentrate animal populations in small areas at unnaturally high densities. Because host density is a key driver of transmission rates, these changes may create new foci of transmission or novel sources of zoonotic infections because reserves may also attract human visitors.",,,,,,,(changes in) abundance and distribution,,"fragmentation, reforestation and restoration",
6/6/2018 15:57,Hypothesis,16,"Similarly, changes in food or other key resources, without changes to the habitat itself, can promote clumping of hosts and create foci of intra- or interspecific parasite transmission",,,,foraging behaviour,,,(changes in) abundance and distribution,,,
6/6/2018 15:58,Hypothesis,16,"Pathogens are more likely to colonise new host species that present conditions similar to those associated with their current hosts; therefore, they spread more readily among closely related hosts",,,,,,,phylogenetic relatedness,host switching and breadth (generalism/specialism),,
6/6/2018 16:00,Hypothesis,16,"changing risk of transmission of zoonoses when human behaviour causes habitat change, such as forest clearing, which may also increase probability of exposure to vectors or hosts",,,,(changes in) interspecies contact,,,,,deforestation,
6/5/2018 10:32,Hypothesis,17,"Individual human practices that predispose to zoonotic infections have been increasingly recognized in recent years as means of exposure to zoonotic agents. Such factors are often consequences of globalization and the ease of international travel. A typical example would be the expanding industry of ecotourism: urban citizens of the developed world who visit developing countries or rural areas of the developed world and engage in activities such as forest camping, river rafting, or bat cave exploring, are prone to zoonotic infections",,,,,tourism and travel,,,,,
6/5/2018 10:35,Hypothesis,17,"Hunters are increasingly recognized as an important target group for zoonotic infections, through direct exposure to agents existing in the soil of forests/hunting areas in general, or through direct contact with and consumption of infected wildlife meat products",,,(changes in) hunting behaviour,,,,,"close contact, non-close contact",,
6/5/2018 10:38,Hypothesis,17,"Exposure to the culinary customs of developing countries (or rural regions of the developed world) often results in exposure to typical and non-typical (such as Brucella) foodborne pathogens. Culinary practices that have emerged as fashionable in recent years, e.g. raw fish or even bushmeat consumption, have led to exposure of unsuspecting connoisseurs to unusual infectious bacteria and parasites",,,"(changes in) food preferences, preparation, and storage",,,,,,,
6/5/2018 10:38,Hypothesis,17,"The increased trend for pet ownership results in increased exposure to zoonotic pathogens, particularly with regard to non-traditional pets such as lizards and primates",,,captive wildlife,,,,non-human primate,,,
6/5/2018 10:44,Hypothesis,17,"The population of the world has been constantly increasing, resulting in increased demands for food, including meat; the industrialization of animal raising for food purposes and the intensive husbandry systems applied have resulted in the development of vast animal reservoirs in which an infection can spread from one animal to another and then jump species...this is also the rule for the extensive, sanitarily challenged animal markets of the East. The need for increased livestock production also leads to the expansion of farming in previously non-inhabited areas, through deforestation for farm development or common breeding areas for livestock and wildlife species carrying a disease","(changes in) agriculture, (changes in) livestock densities and distribution",,(changes in) human density and distribution,,,,,,"deforestation, encroachment, land conversion for agriculture",
6/5/2018 10:50,Hypothesis,17,"industrialization, the development of megacities and generalized urbanization...have led to a continuous encroachment of humans into previously uninhabited areas: this not only affects the ecology of wildlife habitats, unleashing dynamics that allow for zoonotic pathogen or vector predominance...but also directly brings essentially ‘virgin’ human populations into contact with a novel environment (including its zoonotic agents)",,,,"(changes in) geographic overlap, (changes in) interspecies contact",,,,,"encroachment, urbanization",
6/5/2018 10:53,Hypothesis,17,"Politics also exert a direct effect on the prevalence of zoonotic infections. The typical example here is the transition of numerous countries in recent years from communist, strictly state-controlled economies to free trade. This has led to the resurgence of numerous zoonotic agents, owing to less strict veterinarian and public health surveillance, but also to the recognition of hitherto undetermined/underevaluated zoonotic foci...when political transition was associated with conflict...the social substrate for zoonotic outbreaks became stronger, aided by factors such as famine, involuntary immigration of large human populations, and total breakdown and delayed redevelopment of public health and medical infrastructures",,,,,,"famine, (changes in) governance & politics, human displacement, (changes in) public health measures, war & conflict",,,,
6/5/2018 11:00,Hypothesis,17,"The only pathogen-related factor that can be considered to be intrinsic is genomic variability, and this is particularly relevant to viral zoonotic agents, and specifically RNA viruses: their enormous mutation rate is essentially a factory producing the species that are most potently pathogenic for humans",,,,,,,,"virus, adaptation and evolution",,
6/5/2018 11:02,Hypothesis,17,"In the case of non-viral pathogens, environmental or human pressure can be exerted for selection of strains that are more virulent or resistant to available treatments (a characteristic that is also known for species jumping and is thus favoured by pathogen biodiversity), through the wide, often uncontrolled, use of antibiotics in veterinary medicine, and the non-selective, non-rotational use of pesticides (in the case of zoonotic vectors)",,,,,,,,"bacteria, adaptation and evolution, drug resistance",,
6/5/2018 11:05,Hypothesis,17,"Human intrusion in any ecosystem is disruptive, and the resulting disequilibrium may create a conservatory for zoonotic agents: deforestation is the most typical procedure implicated, drastically altering the geological, hydrological and biological characteristics of a given space, often replacing it with plantations with different ecological correlations, grazing fields, or rice plantations, or even new-built suburban housing. In each case, changes in the synthesis of the local fauna may result in significant increases in the population of a definite zoonotic agent host, which in turn may increasingly come into contact with humans",(changes in) agriculture,,,"(changes in) community composition, (changes in) interspecies contact",,,(changes in) abundance and distribution,,"deforestation, encroachment, land conversion for agriculture",
6/5/2018 11:14,Hypothesis,17,"Global warming is an ecological emergency, but its implications for human disease caused by infectious agents remains understudied: It is well known that the mosquito life cycle is affected by temperature, meaning that a slight (1–2C) increase in average summer temperature may allow mosquitoes to inhabit temperate zones, often carrying with them zoonotic agents for which they serve as vectors. Bird migration may be affected by global temperature alterations: birds seeking novel migratory routes may also transfer a novel zoonosis to a previously non-endemic area...zoonotic infections exhibit a tendency to move their ecological landscape westwards...and polewards, because of the gradual narrowing of the traditional temperate zones",,"global warming, (changes in) temperature",,(changes in) geographic overlap,,,"bird, (changes in) abundance and distribution",vector transmission,,
6/6/2018 10:23,Hypothesis,17,"biodiversity may act inversely on the long-term prevalence of zoonoses, by creating a niche that favours reassortment and species jumping",,,,(changes in) biodiversity,,,,,,
6/6/2018 10:28,Hypothesis,17,"human ‘developmental’ intrusions need not be grand in scale to interrupt the balance of a specific ecosystem. Even simple road construction can have such an effect, through alteration of the hydrological characteristics and the ensuing creation of stagnant ponds that may act as zoonotic conservatories",,,,,(changes in) global transportation,,,,urbanization,
6/5/2018 11:23,Hypothesis,18,"Transmission in the Farm, Fair, or Petting Zoo...Animal fur, hair, skin, and saliva can harbor infectious organisms due to fecal contamination. Transmission occurs when people pet, touch, feed, or are licked by animals, or when they have contacted contaminated animal bedding, flooring, barriers, or other contaminated surfaces, including strollers, clothes, and shoes",(changes in) agriculture,,,(changes in) interspecies contact,(changes in) animal trade and transport,(changes in) sanitation and public health infrastructure,,"close contact, non-close contact",,
6/5/2018 11:26,Hypothesis,18,"Management factors can also increase the risk of pathogen transmission at animal exhibits. For example, animals are more likely to shed pathogens due to stress from prolonged transportation, confinement, crowding, and increased handling by humans","(changes in) livestock densities and distribution, (changes in) agriculture",,,,(changes in) animal trade and transport,,,,,
6/7/2018 12:09,Hypothesis,19,"Risk factors for emergence, in addition to being a market worker as suggested by the completed study, might also include being a hunter of wild animals, being a restaurant worker who kills and or butchers/prepares wild animal meat for consumption, or being a member of a household who buys live or recently killed wild game meat from a wet market",,,"(changes in) food preferences, preparation, and storage, (changes in) hunting behaviour",,,,,,,
6/7/2018 12:11,Hypothesis,19,"Emergence may occur among humans living and working in small rural farming communities carved out of tropical rain forests, savannah, mountains, and desert that are in close proximity to wild animals, or to domestic animals they tend that have been in close proximity to wild animals...Emergence may occur in larger urban communities where human contact with animals is limited to a few farm animals in close proximity to households, to domestic pets, or to rodents and other animals that have adapted to the urban environment...Risk factors of emergence in these settings are lacking or inadequate community planning, lack of understanding by populations about risks associated with animal contact, failure to adopt and adhere to safe farming and slaughter/food processing and preparation practices, and failure to maintain sanitation and water infrastructure",,,"(changes in) food preferences, preparation, and storage",(changes in) interspecies contact,,(changes in) sanitation and public health infrastructure,,,encroachment,
6/7/2018 12:16,Hypothesis,20,Communities planting crops settled and grew in relatively fixed locations. This likely increased their exposure to their own waste as well as to reservoirs of disease such as unintentional rodent domesticants that may have set up permanent habitats proximate to human dwellings,"(changes in) agriculture, attraction of wildlife and commensals",,,,,,,,,
6/7/2018 12:18,Hypothesis,20,"the domestication of animals around 10,000 years ago likely provided the greatest conduit for zoonotic disease transmission",(changes in) agriculture,,,,,,,,,
6/7/2018 12:18,Hypothesis,20,Encroachment into natural habitats may bring humans into new contact with pathogens,,,,,,,,,encroachment,
6/7/2018 12:19,Hypothesis,20,The broad range of tissue and fluid exposures associated with the bushmeat industry’s hunting and butchering may make these wildlife interactions especially risky,,,(changes in) hunting behaviour,,,,,,,
6/7/2018 12:20,Hypothesis,20,"Holding different populations of captive primates together during transport or while housed at or en route to zoos or laboratories might result in viral recombination, potentially resulting in unpredictable, new strains that could otherwise never have occurred",,,,,(changes in) animal trade and transport,,non-human primate,"virus, adaptation and evolution",,
6/7/2018 12:24,Hypothesis,20,"The immunosuppressive stress of prolonged live animal transport may not only increase a healthy animal’s susceptibility to infection, but may trigger the emergence of a variety of diarrheal and respiratory diseases caused by endogenous microoganisms that might not normally lead to disease. Long-distance transport may also increase the fecal shedding of zoonotic disease agents.",(changes in) agriculture,,,,,,,,,
6/7/2018 12:26,Hypothesis,20,"Driven by the population explosion, urbanization, and increasing incomes, the per-capita consumption of meat, eggs, and dairy products has dramatically expanded in the developing world...Animal agriculture worldwide is increasingly moving from the relatively low efficiency, family-centered, low-input model to intensive systems, which are loosely defined as the production of large numbers of genotypically-similar animals often under concentrated confinement with rapid population turnover...Unnaturally high concentrations of animals confined indoors in a limited airspace and producing significant quantities of waste may allow for the rapid selection, amplification, and dissemination of zoonotic pathogens","(changes in) agriculture, (changes in) livestock densities and distribution",,"(changes in) food preferences, preparation, and storage, (changes in) human density and distribution",,,,,,urbanization,
6/7/2018 12:28,Hypothesis,20,"The industrialization of animal production may lead not only to greater animal-to-animal contact, but increasing animal-to-human contact, particularly when production facilities border urban areas...intensive livestock operations are moving closer to major urban areas in countries such as Bangladesh. This nexus, described as the “peri-urbanization” of industrial animal agriculture, may provide “flash points” for the source of new diseases.",(changes in) agriculture,,,(changes in) interspecies contact,,,,,,
6/7/2018 12:32,Hypothesis,20,direct harm can result when livestock manure contaminates municipal water supplies...Animal manure has been found to be the source of more than 100 zoonotic pathogens that may directly contaminate the food supply.,(changes in) water management,,,,,(changes in) sanitation and public health infrastructure,,,,
6/7/2018 13:02,Hypothesis,21,Antigenic drift due to random mutations is a common mechanism in the emergence and spread of viral diseases,,,,,,,,"virus, adaptation and evolution",,
6/7/2018 13:05,Hypothesis,21,"today’s populations have not only increased in number but have also increased the speed and rate by which they move across the earth, enabling rapid spatial dissemination of pathogens. This is explained by globalization, which has led to a dramatic increase in international trade and commercial transportations, population migration and a reduction in travelling expenses, which has increased the number of leisure travels to exotic destinations. This is further accompanied by an increase in merchandise and alimentary products’ movements, potentially bringing with them tropical diseases",,,(changes in) human density and distribution,,"(changes in) global trade, (changes in) global transportation, tourism and travel",,,,,
6/7/2018 13:06,Hypothesis,21,"Additionally, since the 1950s, leisure activities have increased as a result of an increased interest in self-development enabled by more flexible working hours and higher wages. Outdoor activities such as hiking are now common and put the population at risk of arthropod-transmitted diseases",,,,,tourism and travel,,,,,
6/7/2018 13:08,Hypothesis,21,"today’s warmer winters tend to increase the rodent populations in the summer, leading to increased contact with humans",,global warming,,(changes in) interspecies contact,,,rodent,,,
6/7/2018 13:09,Hypothesis,21,"modifications of our environment brought by industrialization, such as deforestation and reforestation or the development of dams and agriculture, change ecosystems and their relations with humans. Dams increase arthropod populations; cultivated land attracts animals",attraction of wildlife and commensals,,,,,,,,"deforestation, land conversion for agriculture, reforestation and restoration",
6/7/2018 13:29,Hypothesis,22,"Collectively, changes in land use and climate are altering the biological composition, structure, and complexity of much of the global land surface. They are altering temperature, precipitation patterns, soil moisture, biogeochemical cycles, nutrient concentrations, surface water chemistry, and exposure to sunlight. These parameters are often fundamental in defining the range and breeding habitat of numerous vectors, hosts, and pathogens, and as they change, we can expect changes in the density or presence of these organisms.",,"global warming, (changes in) precipitation, (changes in) temperature",,,,,(changes in) abundance and distribution,,,
6/7/2018 13:30,Hypothesis,22,"Global change is also altering routes of infectious disease exposure. Some of these new exposure pathways have little to do with changes in the natural world. For example, increases in global trade and transportation facilitate the rapid transport of disease-related organisms around the globe.",,,,,"(changes in) global trade, (changes in) global transportation",,,,,
6/7/2018 13:31,Hypothesis,22,"However, many types of anthropogenic environmental change also lead to new exposure pathways. Land-use changes are often associated with nonimmune populations of workers moving into endemic areas where they are exposed to infectious diseases with which they have little experience.",,,(changes in) susceptibility,,,,,,encroachment,
6/7/2018 13:33,Hypothesis,22,"A second exposure route results from direct incursions of people into wildlife habitat. Bushmeat hunting—which leads to handling, slaughtering, and consuming wild animal species—is such an incursion.",,,(changes in) hunting behaviour,,,,,,encroachment,
6/7/2018 13:33,Hypothesis,22,settlement and extension of agricultural land into wildlife habitat may also increase exposure to zoonotic disease,(changes in) agriculture,,,,,,,,land conversion for agriculture,
6/7/2018 13:35,Hypothesis,22,"Urbanization, an important land-use trend and the dominant demographic trend of the twenty-first century, also provides new pathways for infectious disease exposure. Much of the rapid urbanization occurring today is taking place in urban or periurban slums with few services for clean water provision, sewage disposal, solid waste management, or quality housing. In these settings, piles of municipal waste, pools of contaminated water, and refuse, like old tires capable of holding water, create excellent habitat for a variety of rodent hosts and arthropod vectors",,,,,,"poverty, (changes in) sanitation and public health infrastructure",rodent,vector transmission,urbanization,
6/7/2018 13:37,Hypothesis,22,"Poor quality housing, which does not provide an effective barrier to mosquitoes, rodents, or fleas, further contributes to the spread of vector-borne disease in slums",,,,(changes in) interspecies contact,,poverty,,vector transmission,,
6/7/2018 13:40,Hypothesis,22,"The fate and transport of pathogens associated with waterborne disease are impacted by both climate and land-use change. Agricultural and livestock practices lead to waterborne disease exposure through direct contamination of water supplies...This combination of land clearing and grazing ruminants with no buffer zones to protect waterways provides a widespread ecological setup for human infection...The combination of more extreme precipitation patterns associated with climate change and the continued expansion of animal husbandry may be a setup for growing numbers of waterborne disease outbreaks, particularly in parts of the world where there is little water filtration infrastructure to insulate populations from this risk.","(changes in) agriculture, (changes in) agriculture, (changes in) water management",(changes in) precipitation,,,,(changes in) sanitation and public health infrastructure,,,land conversion for agriculture,
6/7/2018 13:45,Hypothesis,22,The intensification of livestock management with larger numbers of animals held in higher densities in closer proximity to other species has allowed pathogens to proliferate and to develop genetic modifications more rapidly. These modifications can affect both their infectiousness and their virulence,(changes in) agriculture,,,,,,,adaptation and evolution,,
6/7/2018 13:46,Hypothesis,22,"In a recent survey of 41 different pathogens on six continents, nutrient enrichment led to ecological changes, which resulted in increased disease exposure 95% of the time",,,,,,,,,ecosystem enrichment,
6/7/2018 13:47,Hypothesis,22,"ecological disturbance appears to favor disease transmission. Although there are certainly exceptions, more often than not, disruption of historical land cover through deforestation, dams and irrigation, agricultural practices, or livestock management practices seems to lead to increased disease exposure","(changes in) agriculture, (changes in) agriculture",,,,,,,,"deforestation, land conversion for agriculture",
6/7/2018 16:12,Hypothesis,23,"The disease-scape changed dramatically after the adoption of agriculture. New proximity to domestic animals created many opportunities for novel pathogens to infect, and eventually adapt, to humans...Peri-domestic animals such as rodents and sparrows, which developed permanent habitats in and around human dwellings, could also represent important sources of disease","(changes in) agriculture, attraction of wildlife and commensals",,,,,,,,,
6/7/2018 16:13,Hypothesis,23,The very act of farming may have resulted in exposure to novel pathogens...agricultural practices such as irrigation and the use of human feces as fertilizer would have increased exposure to pathogens,"(changes in) agriculture, (changes in) water management",,,,,(changes in) sanitation and public health infrastructure,,,,
6/7/2018 16:16,Hypothesis,23,"Changes in nutrition and food handling would also have altered disease risk. The shift to agriculture resulted in a reduction of the dietary niche, which would have predisposed many individuals to dietary deficiencies uncommon in the Pleistocene...Nutritional deficiencies, which alone were sufficient to cause disease, would also have altered host immune competence, making humans in this time-period more susceptible to infection following contact with a pathogen",(changes in) agriculture,,(changes in) susceptibility,,,famine,,,,
6/7/2018 16:23,Hypothesis,24,"Many infectious diseases are temperature sensitive as many vectors and pathogens are dependent upon permissive ambient conditions. There is thus a substantial body of research that collectively demonstrates that warming will increase the transmission of vector-borne diseases in the geographic ranges of their distribution...Changing temperature and precipitation patterns can affect the habitats and population growth of cold-blooded disease vectors, such as mosquitoes and ticks, as well as the replication rates of infectious diseases within their hosts, and even the rates at which disease-carrying vectors bite humans",,"global warming, (changes in) precipitation, (changes in) temperature",,,,,,vector transmission,,
6/7/2018 16:25,Hypothesis,24,"Many human land-use activities, including agriculture, irrigation, hunting, deforestation, and urban expansion, can cause or increase the risk of zoonotic and food- and water-borne diseases. For example, one consequence of urban sprawl and deforestation is that wildlife may increasingly need to find new habitats in urban or abandoned environments, which could lead to increased human exposures to infectious pathogens.",(changes in) water management,,,(changes in) geographic overlap,,,,,"deforestation, land conversion for agriculture, urbanization",
6/7/2018 16:27,Hypothesis,24,"A vast range of familiar human pathogens can be acquired through the consumption of animal products...In addition to farmed animals, the hunting and slaughtering of wild animals has led to the emergence of more exotic pathogens",,,"(changes in) food preferences, preparation, and storage, (changes in) hunting behaviour",,,,,,,
6/8/2018 11:56,Hypothesis,24,"there is some evidence to suggest that livestock production may lead to increased antibiotic resistance in human pathogens. There are certainly many pathways by which drug resistant pathogens could transmit from livestock to humans, including environmental contamination by excreted veterinary antibiotics",(changes in) agriculture,,,,,,,"bacteria, drug resistance",,
6/8/2018 12:16,Hypothesis,25,"The transition of Homo spp. omnivorous diet from predominantly herbivorous toward strongly carnivorous shaped it toward a predator–prey interface. Such an interface resulted in the acquisition of pathogens of prey, including pathogens specialized in using predator–prey relationships for transmission, such as helminths, and eventually led to the establishment and evolution of novel human pathogens.",,,"(changes in) food preferences, preparation, and storage",,,,,,,
6/8/2018 12:18,Hypothesis,25,The unprecedented mobility of Homo spp. together with their flexibility in habitat usage likely also contributed to the emergence of new pathogens following novel exposure opportunities...The migration of Homo spp. out of their African homeland similarly led to contact with species of new worlds and new opportunities for cross-species transmission of zoonotic pathogens,,,(changes in) human density and distribution,"(changes in) geographic overlap, (changes in) interspecies contact",,,,,,
6/8/2018 12:18,Hypothesis,25,"Agriculture could sustain 10–100 times higher human population densities than did the hunting–gathering lifestyle, and sedentary farmers living amid their own sewage or even spreading their feces and urine as fertilizer on the fields provided ideal conditions for the emergence of both crowd and zoonotic diseases",(changes in) agriculture,,,,,(changes in) sanitation and public health infrastructure,,,,
6/8/2018 12:20,Hypothesis,25,"Domestication of plants and animals, associated with the processing and storage of food, prompted close and sustained interactions between humans, live animal species and their products, as well as demographic booms in both domesticated animals and commensal species. Husbandry practices generated crowded conditions for domestic livestock, facilitating the emergence, spread, and evolution of infectious pathogens within these species. Agricultural practices opened rich ecological niches for today’s commensals, such as several rodent species, spurring likewise unprecedented demographic growth of pest species, their association with humans and unmatched fertile soils for their pathogens. Cross-species transmission of zoonoses to humans leading the way to eventual establishment and evolution of new human pathogens represents a small but crucial step across the domesticated human–animal interface","attraction of wildlife and commensals, (changes in) livestock densities and distribution",,,(changes in) interspecies contact,,,,,,
6/8/2018 12:23,Hypothesis,25,"It is most probable that recurrent cross-species transmission of zoonotic pathogens, without further establishment in the human population, occurred also increasingly frequently as agriculture progressed. These recurrent events may have been favored by the adaptation and evolution of commensal species, such as rodents and anthropophilic insect vectors, which, in addition to domesticated animals, may have created successful bridges between wild animal reservoirs and humans. The destruction of wild lands, with the ceaseless plowing of land and chopping of forests made by African farmers, attracted rats, mice, ticks, and fleas to live closer to humans, and provided ideal breeding habitats for mosquitoes",attraction of wildlife and commensals,,,"(changes in) community composition, (changes in) geographic overlap",,,,,"deforestation, land conversion for agriculture",
6/8/2018 12:29,Hypothesis,25,"zoonotic diseases mainly associated with insect or rodent vectors...Precarious and poor sanitary conditions associated with the massive movements of humans along trade and conquest roads would drive the surge of these zoonotic pathogens. On the one hand, novel exposures of both colonists and indigenous residents to novel pathogens would follow the colonization and invasion of new territories; on the other hand, the vector or reservoir hosts of these new infections would be carried along and introduced into new regions and across continents.",,,,(changes in) geographic overlap,(changes in) global trade,"human displacement, (changes in) sanitation and public health infrastructure",(changes in) abundance and distribution,,,
6/8/2018 12:30,Hypothesis,25,"The industrial revolution also resulted in a human–animal interface characterized by massive increase of domestic and food animal populations, as well as intensification of farming and husbandry practices—still continuing to this day. These unprecedented crowd conditions are undoubtedly major drivers of the emergence and spread of pathogens in domestic animal populations, allowing their increasingly more frequent cross-species transmission to humans","(changes in) agriculture, (changes in) livestock densities and distribution",,,,,,,,,
6/8/2018 12:31,Hypothesis,25,"Bush meat consumption is an ancient and primordial practice and resource in tropical and developing countries...This facet of the modern human–animal interface, directly bringing in contact growing human populations with wild animal species and their products, is also a major factor in the continued and increasingly more frequent emergence of zoonotic pathogens faced by human society up to this day",,,(changes in) hunting behaviour,(changes in) interspecies contact,,,,,,
6/8/2018 12:33,Hypothesis,25,Increasingly complex farming and trading systems are being developed as industrialization progresses to optimize the production efficiency of food animals and their products. Intensive farming and the trading—both legal and illegal—of live animals and their products have resulted in the global spread of zoonotic and non-zoonotic pathogens,,,,,(changes in) animal trade and transport,,,,,
6/8/2018 12:40,Hypothesis,25,"The global movement of animals associated with legal and illegal trade is not restricted to food production animals and concerns as well pets, including exotic species, and wildlife...Due to their nature, exotic pet species carry an unmatched range of ‘‘exotic’’ pathogens...On a broader scale, the legal and illegal trade of wildlife and wildlife products represents a major source of emerging infectious diseases, from local scales, involving bushmeat hunting and wet markets, to cross-continental scales. It expands the diversity of animal species coming into contact with humans and their domestic animals. These diseases may affect humans, their domestic animals, or other wild animal species, thus also expanding the dire consequences of their cross-species transmission across the contemporary human–animal interface.",(changes in) livestock densities and distribution,,"captive wildlife, (changes in) food preferences, preparation, and storage, (changes in) hunting behaviour",,(changes in) animal trade and transport,,,,,
6/8/2018 12:41,Hypothesis,25,Destruction of natural habitat for agricultural purposes has been associated with rodent colonization and population expansion that favored the cross-species transmission of these novel pathogens to the human species,,,,,,,"rodent, (changes in) abundance and distribution",,land conversion for agriculture,
6/8/2018 12:43,Hypothesis,25,"growing urbanization worldwide infringes on natural habitats and creates favorable conditions for commensal species, providing shelters and ample food resources to sustain their ever-growing populations. Urban and periurban environments are colonized by opportunistic mammalian and bird species, favoring the emergence or re-emergence of zoonotic pathogens",,,,,,,(changes in) abundance and distribution,,urbanization,
6/8/2018 12:46,Hypothesis,25,"After the introduction of antimicrobial agents in veterinary medicine, bacteria resistant to antibiotics rapidly emerged, and the importance of spread of antimicrobial-resistant bacteria from animals to humans became more and more recognized. Resistant bacteria from animals can be transmitted to humans not only by direct contact, but also via food products of animal origin",,,,,,,,"bacteria, drug resistance, close contact, non-close contact",,
6/8/2018 13:46,Hypothesis,26,Untreated surface water in unpopulated areas may be contaminated through wild animal reservoir hosts,,,,,,(changes in) sanitation and public health infrastructure,,,,
6/8/2018 13:51,Hypothesis,26,"Tourism, immigration and exposure via the media to ‘exotic foods’ and the increased popularity of them have broadened national eating habits. In an average supermarket in the USA in the 1950’s, about 300 food items were available, whereas over 3,000 choices are exhibited today, originating from many different parts of the world where different species of parasitic zoonoses may be common. The rapid transport and cool storage facilities enable the survival of parasites in food as well as surface contaminants",,,"(changes in) food preferences, preparation, and storage",,"(changes in) global trade, tourism and travel",,,,,
6/8/2018 13:52,Hypothesis,26,"The practice of eating raw or improperly cooked food including crustaceans, meat and fish has been a source of infection for many parasitic zoonoses in different cultures where this is practiced....In recent decades, the custom of eating foods raw, or only partially cooked, has grown worldwide and has led to the emergence of parasitic zoonoses in ethnic groups where eating raw or undercooked ‘meat’ was not previously common.",,,"(changes in) food preferences, preparation, and storage",,,,,,,
6/8/2018 13:55,Hypothesis,26,The ever increasing number of tourists who travel from countries where some meatborne zoonotic infections have been controlled in the domestic and synanthropic cycle can be exposed by eating the same meats during their travels to other countries where such infections still occur.,,,"(changes in) food preferences, preparation, and storage",,tourism and travel,,,,,
6/8/2018 13:57,Hypothesis,26,"The tradition of eating raw fish is becoming increasingly fashionable in many countries, principally with foods such as sushi, sashimi, koi-pla, kinilaw and ceviche. This has led to a dramatic rise in the incidence of a large number of fish borne zoonotic parasitic infections in previously uninfected ethnic groups.",,,"(changes in) food preferences, preparation, and storage",,,,,,,
6/8/2018 14:07,Hypothesis,27,"domestic animal herds would have served as conduits for pathogen spillover between humans and local wildlife populations. The first human settlements also provided new ecological niches and specialized habitats for reservoir hosts, including many rodent and vector species such as rats, mice, mosquitoes, and fleas. Reservoirs can enable a pathogen to persist even in the absence of a susceptible human population large enough to sustain the pathogen by itself. Regular contact between humans and these novel hosts facilitated the emergence of new zoonoses",attraction of wildlife and commensals,,,(changes in) interspecies contact,,,rodent,vector transmission,,
6/8/2018 14:24,Hypothesis,27,"Pathogen pollution, the introduction of a pathogen to a new host species, population, or region, is a direct result of the magnitude and frequency of global transportation.",,,,,(changes in) global transportation,,,,,
6/8/2018 14:28,Hypothesis,27,"the increased movement of human populations into uninhabited regions, where they come into contact with a large and novel diversity of wildlife (that is, following deforestation in the tropics and increased bushmeat hunting",,,(changes in) hunting behaviour,(changes in) geographic overlap,,,,,"deforestation, encroachment",
6/8/2018 14:34,Hypothesis,27,"the increased trade and transport of wildlife and domesticated animals over vast distances on a sizeable scale that continues to escalate (that is, for food, pet trade, zoos, and research). The comingling of humans and animals, at both regional and global scales, creates numerous opportunities for pathogens to spread between host groups that had only minimal contact in the ancestral environment",,,,(changes in) interspecies contact,(changes in) animal trade and transport,,,,,
6/8/2018 14:37,Hypothesis,27,"higher overall animal biodiversity might facilitate a greater diversity of pathogens, and thereby a greater incidence of zoonotic disease in humans...The simple act of bringing a large number of humans in contact with a diverse pool of wildlife species sets the stage for the spillover of zoonotics",,,,"(changes in) biodiversity, (changes in) interspecies contact",,,,,,
6/8/2018 15:00,Hypothesis,27,"genetic change within the original reservoir (whether animal or environmental) is crucial for producing variants capable of infecting humans in the first place...Examples include the RNA viruses that comprise 37% of all emerging pathogens, many of which only recently entered the human population (for example, HIV). Higher nucleotide substitution rates in these viruses facilitate rapid adaptation, greatly increasing the chances of successfully invading a new host population such as humans",,,,,,,,"virus, adaptation and evolution",,
6/8/2018 15:19,Hypothesis,28,"in much of the world, small-scale livestock rearing continues, but in the contexts of changing land use, climate change, urbanization, and crowding. Small-scale animal agriculture activities may involve deforestation to create animal pasture areas as well as to compensate for movements of people and animals from more rural areas to rapidly growing cities. As a result of these rapid transitions, people in large cities may have close contact with animals through live-animal (wet) markets or because other residents are raising small-scale poultry or ruminants inside or close to their households, creating a low-biosecurity setting for both humans and animals.",,,,(changes in) interspecies contact,,,bird,,"deforestation, land conversion for agriculture, urbanization",
