records,rec,resultID,header,shortDbName,longDbName,uiTerm,controlInfo,bkinfo,btl,isbn,type,sertl,jinfo,jtl,issn,type,pubinfo,dt,year,month,day,vid,iid,place,artinfo,ui,type,ppf,ppct,formats,fmt,type,size,tig,atl,aug,au,affil,sug,subj,type,ab,pubtype,doctype,pages,su,language,code,revinfo,dissinfo,disstl,degree,dissinst,displayInfo,pLink,url
,,135,,slh,Sociological Collection,23233505,,,,,,,,AIDS Care,9540121,,,Jan-07,2007,1,1,19,1,,,10.1080/09540120600852150,doi,122,8,,,PDF,79KB,,"Prevalence and correlates of risky sexual behaviors among injection drug users in Tashkent, Uzbekistan.",,"Todd, C. S.","Department of Family&Preventive Medicine, University of California, San Diego, La Jolla, California, USA",,TASHKENT (Uzbekistan),geo,"The objective of this paper is to describe prevalence and correlates of sexual risk behaviors among injection drug users (IDUs) in Tashkent, Uzbekistan. Participants in this cross-sectional study completed a questionnaire detailing sociodemographic, medical and drug and sexual risk behaviors and HIV antibody testing. Of 701 IDUs surveyed, only 20.5% reported consistent condom use, which was more likely for women. Prior sexually-transmitted infection (STI) diagnosis was reported by 36.2% of participants and was associated with early (?18 years) drug initiation, group drug use, being older, higher educational level, marriage, needle sharing, multiple sex partners in the preceding month and daily injection use. Having multiple partners in the preceding month was common (29.71%) and related to employment, consistent condom use with regular partners and STI self-treatment in multivariate logistic regression. Participants with a history of sharing needles were less likely to have had multiple partners in the previous month. Risky sexual behaviors are common and interrelated with risky injection habits among IDUs in Tashkent, Uzbekistan, representing a continued threat of infection with HIV and other blood-borne agents.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=23233505&site=ehost-live
,,32,,ecn,EconLit,992211,,,,,,,,Environment and Planning A,0308518X,print,,20080701,2008,7,1,40,7,,,,,,14,,,,,,Affect Work and Infected Bodies: Biosecurity in an Age of Emerging Infectious Disease,,"Major, Claire",,,,,"The movement of viruses is, in part, enabled when frontline workers straddle the sites of where illness meets health or where mobile bodies meet those that are fixed. Using the 2003 SARS outbreak in Toronto as a lens, this paper explores the neoliberalisms and managerialism that render nurses and hotel housekeepers vulnerable, then turns attention to how their affective immaterial labour was simultaneously demanded and dismissed during the outbreak. I argue the affective labour of both nurses and hotel housekeepers is mobilized to perform unquantifiable but essential life-management and that they function as a frontline of the barrier in thwarting the mobility of SARS as an infectious disease. Thus, nurses and hotel housekeepers are precarious gatekeepers, in vulnerable positions as they perform tasks of biosecurity as they monitor borders of transmission.",Journal Article,,1633-1646,Related Disciplines,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=0992211&site=ehost-live
,,73,,slh,Sociological Collection,36321275,,,,,,,,Canadian Journal of Sociology,3186431,,,Winter2008,2008,12,1,33,4,,,,,1074,7,,,PDF,237KB,,BOOKS RECEIVED.,,,,,LISTS,unclass,"This article lists books received for review by this journal including ""Networked Disease: Emerging Infections in the Global City"" by Ali S. Harris and Roger Keil, ""A Realist Theory of Science"" by Roy Bhaskar, and ""The Social impact of the Arts: An Intellectual History"" by Eleonora Belfiore and Oliver Bennett.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=36321275&site=ehost-live
,,78,,slh,Sociological Collection,31674755,,,,,,,,Work&Stress,2678373,,,Jan-Mar2008,2008,1,1,22,1,,,10.1080/02678370801999651,doi,51,18,,,PDF,306KB,,Downsizing and alcohol use: A cross-lagged longitudinal examination of the spillover hypothesis.,,"Sikora, Patricia","Sikora Associates, Boulder, CO, USA",,DOWNSIZING of organizations,unclass,"An area of concern for investigators and practitioners is the possible linkage between stressful workplace events and alcohol use and abuse; however, work in this area, specifically testing a ""spillover hypothesis,"" offers inconclusive evidence of a relationship between many work-based stressors and alcohol use. Using a three-wave panel sample (N=455) from a large US industrial firm that has undergone numerous downsizing events in the last decade, four alternative causal hypotheses using fully cross-lagged three-wave mediational latent factor models were compared via structural equation modelling. Separate models were analysed for layoff experience and job security perceptions; a motivational factor, escape reasons for drinking, was included in each model. We found large autoregressive effects for problem alcohol use in the stability models. One reason for weak support for spillover models may be that problem alcohol use is more stable over time than previously theorized. All alternative causal models fit the data well; however, the only model comparisons showing significant improvement over the stability models were those including reverse paths. Reverse causal models should be explicitly considered when examining the link between alcohol problems and the workplace. We suggest that, for some workers, problematic alcohol use may be antecedent to, rather than a consequence of, stressful workplace experiences.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=31674755&site=ehost-live
,,102,,ecn,EconLit,992212,,,,,,,,Environment and Planning A,0308518X,print,,20080701,2008,7,1,40,7,,,,,,17,,,,,,The Practice of Biosecurity in Canada: Public Health Legal Preparedness and Toronto's SARS Crisis,,"Van Wagner, Estair",,,,,"The experience of the 2003 Severe Acute Respiratory Syndrome outbreak in Toronto, Canada provides an important example for understanding how the relationship between national security and public health is being defined in the contemporary context of emerging infectious diseases and the globalization of public health. This paper argues that Canada's public health legal framework is a critical part of Canada's practice of 'biosecurity' through which an unpredictable and continually emergent 'new reality', is mobilized to justify an ongoing state of emergency. Norms about state power and human rights are suspended in the interest of global capitalism and at the expense of those most vulnerable to the short-term and long-term effects of infectious disease.",Journal Article,,1647-1663,Health: Government Policy; Regulation; Public Health,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=0992212&site=ehost-live
,,147,,ant,Anthropology Plus,611077,,,,,,,,Primates,0032-8332,print,,2008,2008,1,1,49,1,,,,,,,,,,,,Chimpanzee deaths at Mahale caused by flu-like disease,,"Hanamura, Shunkichi",,,Communicable diseases in animals -- Tanzania -- Mahale Mountains National Park,unclass,,article,,77-80,,,,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ant&AN=611077&site=ehost-live
,,11,,slh,Sociological Collection,47156586,,,,,,,,Science,368075,,,12/4/2009,2009,12,4,326,5958,,,,,1362,6,,,,,,Epidemic Dynamics at the Human-Animal Interface.,,"Lloyd-Smith, James O.","Department of Ecology and Evolutionary Biology, University of California at Los Angeles, Los Angeles, CA 90095, USA",,EPIDEMICS,unclass,"Few infectious diseases are entirely human-specific: Most human pathogens also circulate in animals or else originated in nonhuman hosts. Influenza, plague, and trypanosomiasis are classic examples of zoonotic infections that transmit from animals to humans. The multihost ecology of zoonoses leads to complex dynamics, and analytical tools, such as mathematical modeling, are vital to the development of effective control policies and research agendas. Much attention has focused on modeling pathogens with simpler life cycles and immediate global urgency, such as influenza and severe acute respiratory syndrome. Meanwhile, vector-transmitted chronic, and protozoan infections have been neglected, as have crucial processes such as cross-species transmission. Progress in understanding and combating zoonoses requires a new generation of models that addresses a broader set of pathogen life histories and integrates across host species and scientific disciplines.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=47156586&site=ehost-live
,,61,,slh,Sociological Collection,45210392,,,,,,,,Canadian Journal of Sociology,3186431,,,Summer2009,2009,6,1,34,3,,,,,938,3,,,PDF,211KB,,Networked Disease: Emerging Infections in the Global City.,,"Ungar, Sheldon",University of Toronto at Scarborough.,,NETWORKED Disease: Emerging Infections in the Global City (Book),unclass,"The article presents a review of the book ""Networked Disease: Emerging Infections in the Global City,"" edited by S. Harris Ali and Roger Keil.",Review,Book Review,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=45210392&site=ehost-live
,,66,,ecn,EconLit,1273553,,,,,,,,Journal of Public Finance and Public Choice/Economia delle Scelte Pubbliche,11207019,print,,20090101,2009,1,1,27,1,,,,,,17,,,,,,The Spillover Benefits of AIDS Prevention,,"Mathers, Rachel L.",,,,,"This paper determines whether there exists a public goods problem pertaining to AIDS prevention spending, which is measured using Center for Disease Control and Prevention (CDC) AIDS prevention policy cost data for the United States over the years 1998-2007. Panel regressions are utilized to measure the degree to which AIDS prevention is a public good. If prevention spending is a Samuelsonian public good, the costs of such programs should not be a function of the number of people covered by the program. The results of this analysis have important implications for the funding of AIDS prevention programs and indicate that this spending has spillover benefits.",Journal Article,,45-61,Public Goods,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1273553&site=ehost-live
,,85,,slh,Sociological Collection,43944167,,,,,,,,Science,368075,,,8/7/2009,2009,8,7,325,5941,,,,,660,2,,,,,,Type 2 Poliovirus Back From The Dead in Nigeria.,,"ROBERTS, LESLIE",,,NIGERIA,geo,"The article discusses the reemergence of the type 2 poliovirus in Nigeria. The Global Polio Eradication Initiative (GPEI) in 1999 successfully eradicated three serotypes of poliovirus type 2, with types 1 and 3 remaining a challenge to the scientists. Topics include an overview of the increasing prevalence of the type 2 poliovirus, which originated from a weakened form of the virus in the oral polio vaccine (OPV), why its prevalence in Nigeria is not surprising, and its differences with types 1 and 3, which are wild varieties. Also discussed is the disagreement among experts regarding the dangerous nature of circulating vaccine-derived polio- viruses (cVDPVs), such as type 2, and the use of an alternative vaccine.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=43944167&site=ehost-live
,,94,,ecn,EconLit,1048382,,,,,,,,Journal of Economic History,220507,print,,20090601,2009,6,1,69,2,,,,,,31,,,,,,The First Line of Defense: Inventing the Infrastructure to Combat Animal Diseases,,"Olmstead, Alan L.",,,,,"Control of livestock disease had large spillover effects on human health. By 1900 the United States was a leader in livestock disease control, thanks to the efforts of the Bureau of Animal Industry. Its first chief, Daniel Salmon, established a model that would be copied around the world in campaigns against human and animal diseases. For the most part, the Progressive Era regulations to advance livestock health and food safety were spectacular successes. The bureau's main blunder was its failure to deal effectively with trichinosis, which was far more widespread than generally believed.",Journal Article,,327-357,"Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy: U.S.; Canada: Pre-1913",English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1048382&site=ehost-live
,,100,,slh,Sociological Collection,47156542,,,,,,,,Science,368075,,,12/4/2009,2009,12,4,326,5958,,,,,1315,2,,,,,,THIS WEEK IN Science.,,,,,SCIENCE news briefs,unclass,"The article discusses several reports within the issue including one on zoonoses, such as Lyme disease, by Lloyd-Smith and colleagues, one on land use considerations in the production of biofuels by Melillo and colleagues, and one on the evolution of the elliptical galaxy M32 by Chilingarian and colleagues.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=47156542&site=ehost-live
,,104,,ecn,EconLit,1075515,,,,,,,,,,,,20090601,2009,6,1,,,,,,,,,,,,,,Invasive Species Outbreaks and International Trade,,"Perevodchikov, Evgeniy",,,,,"Foot-and-Mouth Disease (FMD) is a vesicular disease that affects all cloven-hoofed animals caused by a virus that spreads through air, contaminated meat, and animal contacts. Due to its highly contagious nature, it is considered to be the most devastating livestock disease. Its outbreaks result in a loss of export markets by an infected country and present significant containment and eradication costs. Governmental agencies provide inspection and quarantine services prior to outbreak (ex ante) to prevent the introduction of the disease across national borders and enforces eradication policies following an outbreak (ex post). This research presents two models to analyze both ex ante and ex post decisions of FMD control, and an empirical application to the data on FMD outbreaks of the information theoretic estimators. The first paper presents how location, spatial spillover effects, trade, and different control incentives across borders might prevent complete eradication of FMD outbreaks and undermine the potential success of disease control programs. Border inspection is crucial to protect the domestic livestock industry against incursion of the disease. A spatial game theoretic framework is applied to compare disease control strategies chosen under centralized and decentralized decision models for a cluster of spatially adjacent countries. The results show that spatial spillover effects are ignored and socially inferior control strategies are chosen under decentralized decision model. The probability of outbreak is smaller and the socially optimal levels of control effort and expected payoffs are greater under centralized decision model. Intervention might be required to change individual payoffs to incorporate spatial interactions and efficiently mitigate FMD outbreaks. The second paper evaluates alternative mitigation measures following an outbreak in a stochastic optimal control bioeconomic-epidemiological model under uncertainty of a potential entry and spread of the disease. The conceptual model captures the intertemporal welfare impacts of mitigation measures and integrates dynamic livestock production, disease dissemination, domestic consumption, and international trade. The model is applied to the case of a hypothetical outbreak in Canada. Since Canada exports around 50% of its beef production, a potential outbreak is a major policy concern. The mitigation scenarios including stamping-out, movement controls, and preemptive slaughter are evaluated. Results show that, under stamping-out and movement controls mitigation measures, as the level of preemptive slaughter increases from 30% to 90% of latent infectious cattle, the total welfare loss from an outbreak decreases from $171 billion to $16 billion. The third paper proposes a generalized information theoretic estimator for the regression model with the first order spatial autoregression in the dependent variable. Extensive Monte Carlo experiments are used to compare finite sample performance of traditional and three information theoretic estimators including maximum empirical likelihood, maximum empirical exponential likelihood, and maximum log Euclidean likelihood. Finite sample performance of Wald, Likelihood ratio, and Lagrange multiplier tests constructed from these estimators is examined. It is found that information theoretic estimators are robust to specification of spatial autocorrelation and outperform traditional estimators in finite samples. Finally, the estimators are applied to an illustrative example of FMD outbreaks.",Dissertation,,,Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services,English,eng,,,Invasive Species Outbreaks and International Trade,Ph.D.,Washington State University,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1075515&site=ehost-live
,,52,,ecn,EconLit,1096520,,,,,,,,Journal of Applied Statistics,2664763,print,,20100101,2010,1,1,37,2-Jan,,,,,,12,,,,,,Generalized Linear Spatial Models in Epidemiology: A Case Study of Zoonotic Cutaneous Leishmaniasis in Tunisia,,"Ben-Ahmed, K.",,,,,"Generalized linear spatial models (GLSM) are used here to study spatial characters of zoonotic cutaneous leishmaniasis (ZCL) in Tunisia. The response variable stands for the number of affected by district during the period 2001-2002. The model covariates are: climates (temperature and rainfall), humidity, and surrounding vegetation status. As the environmental and weather data are not available for all the studied districts, Kriging based on linear interpolation was used to estimate the missing data. To account for unexplained spatial variation in the model, we include a stationary Gaussian process S with a powered exponential spatial correlation function. Moran coefficient, DIC criterion and residuals variograms are used to show the high goodness-of-fit of the GLSM. When compared with the statistical tools used in the previous ZCL studies, the optimal GLSM found here yields a better assessment of the impact of the risk factors, a better prediction of ZCL evolution and a better comprehension of the disease transmission. The statistical results show the progressive increase in the number of affected in zones with high temperature, low rainfall and high surrounding vegetation index. Relative humidity does not seem to affect the distribution of the disease in Tunisia. The results of the statistical analyses stress the important risk of misleading epidemiological conclusions when non-spatial models are used to analyse spatially structured data.",Journal Article,,159-170,Related Disciplines,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1096520&site=ehost-live
,,72,,slh,Sociological Collection,53017661,,,,,,,,Science,368075,,,8/6/2010,2010,8,1,329,5992,,,,,634,2,,,,,,"Bats, in Black and White.",,"Daszak, Peter","EcoHealth Alliance, 460 West 34th Street, New York, NY 10001, USA",,BAT diseases,unclass,"The article discusses two reports within the issue regarding epidemiological research on diseases in bats. According to the author, bats have been identified as carriers for many diseases, including rabies, Ebola, and severe acute respiratory syndrome (SARS), but the ability to predict when an infectious disease may be transmitted between species has been difficult. An overview of both research studies is presented, including one which provides important insights into the dynamics of cross-species transmission of diseases, such as rabies, and one on the emerging fungal disease white-nose syndrome that is threatening bat populations in the Northeastern U.S.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=53017661&site=ehost-live
,,76,,slh,Sociological Collection,47851811,,,,,,,,Science,368075,,,1/15/2010,2010,1,15,327,5963,,,,,266,2,,,,,,Questions Abound in Q-Fever Explosion in the Netherlands.,,"ENSERINK, MARTIN",,,NETHERLANDS,geo,"The article discusses infectious disease outbreaks among goat farms in the Netherlands. Dutch officials decided to cull tens of thousands of pregnant goats in an effort to stop the spread of a bacterial disease called Q fever, which is an occupational disease. According to the Dutch officials, the goats present a threat to human health because Q fever can be transmitted to individuals that have not come in contact with infected animals. A brief historical overview of Q fever, which is caused by the intracellular bacterium Coxiella burnetii, the incidence of Q fever in other countries, including the U.S., and the potential use of Q fever as an agent of bioterrorism is presented.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=47851811&site=ehost-live
,,82,,ecn,EconLit,1148949,,,,,,,,Journal of Small Business and Entrepreneurship,8276331,print,,20100101,2010,1,1,23,4,,,,,,10,,,,,,Entrepreneurship Initiatives in the Control of Sleeping Sickness: Experiences of the Stamp Out Sleeping Sickness (SOS) Initiative in Uganda,,"Waiswa, Charles",,,,,"Since January 2008, five young veterinarians have been engaged in promoting drugs and chemicals that can help control sleeping sickness, a disease that affects the rural poor in Uganda. The framework involves veterinary service provision at a small fee and has evolved into young graduates setting up veterinary drug shops and practices in the villages, resulting in the promotion of use of products known to help reduce the spread of sleeping sickness. This manuscript describes how fresh graduates who participated in the Stamp Out Sleeping Sickness campaign--a public good implemented by the Faculty of Veterinary Medicine at Makerere University--led to the establishment of small businesses in a community that was just recovering from armed rebellion. The article explains through the use of tables and figures the performance in terms of sales of the small businesses and benefits of the owners in a community that was short of the vital services. The young veterinary graduates have established veterinary drug shops, including the promotion of key people in these small villages trading in chemicals helpful in the control of sleeping sickness by training them to serve as spray persons. The paper discusses the successes and challenges of strengthening the small business model as a sustainability measure in the control of neglected zoonotic diseases like sleeping sickness. The experiences gained have showed that sustainability of disease control in rural communities can be achieved through helping professionals establish a network of small businesses that increase the accessibility of the innovative technologies developed.",Journal Article,,555-564,Health Behavior,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1148949&site=ehost-live
,,132,,slh,Sociological Collection,51906474,,,,,,,,Science,368075,,,6/18/2010,2010,6,18,328,5985,,,,,1529,1,,,,,,Reassortment of Pandemic H1N1/2009 Influenza A Virus in Swine.,,"Vijaykrishna, D.","State Key Laboratory of Emerging Infectious Diseases and Department of Microbiology, Li Ka Shing Faculty of Medicine, University of Hong Kong, Hong Kong Special Administrative Region, China",,H1N1 (2009) influenza,unclass,"The article discusses research investigating the reassortment of pandemic H1N1/2009 influenza A virus in swine. According to researchers, the H1N1/2009 influenza virus resulted from multiple reassortment events with each of the precursor gene segments circulating in swine over a ten year period. An overview of the team's phylogenetic analysis showing three major lineages of swine H1 influenza viruses is presented, which includes the reassortment of each lineage.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=51906474&site=ehost-live
,,149,,ant,Anthropology Plus,631087,,,,,,,,Medical anthropology quarterly,0745-5194,print,,2010,2010,1,1,24,2,,,,,,,,,,,,"""I never wanted to be a quack!"" - the professional deviance of plaintiff experts in contested illness lawsuits : the case of multiple chemical sensitivities",,"Phillips, Tarryn",,,Environmentally induced disease,unclass,,article,,182-198,,,,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ant&AN=631087&site=ehost-live
,,8,,slh,Sociological Collection,58523842,,,,,,,,Science,368075,,,1/21/2011,2011,1,21,331,6015,,,10.1126/science.1194694,doi,296,7,,,,,,Animal Migration and Infectious Disease Risk.,,"Altizer, Sonia","Odum School of Ecology, University of Georgia, Athens, GA 30602, USA",,INFECTIOUS disease transmission,unclass,"Animal migrations are often spectacular, and migratory species harbor zoonotic pathogens of importance to humans. Animal migrations are expected to enhance the global spread of pathogens and facilitate cross-species transmission. This does happen, but new research has also shown that migration allows hosts to escape from infected habitats, reduces disease levels when infected animals do not migrate successfully, and may lead to the evolution of less-virulent pathogens. Migratory demands can also reduce immune function, with consequences for host susceptibility and mortality. Studies of pathogen dynamics in migratory species and how these will respond to global change are urgently needed to predict future disease risks for wildlife and humans alike.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=58523842&site=ehost-live
,,14,,slh,Sociological Collection,65959117,,,,,,,,Information Systems Research,10477047,,,Sep-11,2011,9,1,22,3,,,10.1287/isre.1110.0376,doi,447,22,,,PDF,2.4MB,,Managing Emerging Infectious Diseases with Information Systems: Reconceptualizing Outbreak Management Through the Lens of Loose Coupling.,,Yi-Da Chen,"Department of Management Information Systems, Eller College of Management, University of Arizona, Tucson, Arizona 85721",,TAIWAN,geo,"Increasing global connectivity makes emerging infectious diseases (EID) more threatening than ever before. Various information systems (IS) projects have been undertaken to enhance public health capacity for detecting EID in a timely manner and disseminating important public health information to concerned parties. While those initiatives seemed to offer promising solutions, public health researchers and practitioners raised concerns about their overall effectiveness. In this paper, we argue that the concerns about current public health IS projects are partially rooted in the lack of a comprehensive framework that captures the complexity of EID management to inform and evaluate the development of public health IS. We leverage loose coupling to analyze news coverage and contact tracing data from 479 patients associated with the severe acute respiratory syndrome (SARS) outbreak in Taiwan. From this analysis, we develop a framework for outbreak management. Our proposed framework identifies two types of causal circles—coupling and decoupling circles—between the central public health administration and the local capacity for detecting unusual patient cases. These two circles are triggered by important information-centric activities in public health practices and can have significant influence on the effectiveness of EID management. We derive seven design guidelines from the framework and our analysis of the SARS outbreak in Taiwan to inform the development of public health IS. We leverage the guidelines to evaluate current public health initiatives. By doing so, we identify limitations of existing public health IS, highlight the direction future development should consider, and discuss implications for research and public health policy.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=65959117&site=ehost-live
,,91,,ecn,EconLit,1287720,,,,,,,,International Journal of Research in Finance and Marketing,22315985,print,,20110801,2011,8,1,1,4,,,,,,11,,,,,,A Comparison of Health Insurance Segment--India vs. China,,"Sharma, Ravi Kant",,,,,"The paper is based on the secondary data which have been analysed and seeks to compare the health insurance aspects of both the economies India and China because of vast potential of health insurance in these economies while 45% world's population living in this area. China and India have had a remarkable period of economic growth over the last quarter century, and as a result there have been a significant decline in mass poverty in these two large poor countries. But this impressive economic growth and decline of income poverty have not been adequately reflected in some general features in the lives of the poor, particularly in the crucial matter of health. There are some egregious 'failures' of both market and government in the sphere of health services in all countries, but they have been particularly acute in China and India, for example, present public health system in China cannot provide effective primary health care services to the population and the consequence to faces a wide range of health challenges--emerging and re-emerging infectious diseases and new non-infectious problems such as cardiovascular disease, diabetes, obesity, and cancer. Until recently, 90 percent of rural residents and 60 percent of urban residents in China did not have health insurance, the almost same situation have also exists in India. Apart from, Those who have been covered by some sort of health insurance are frequently confronted with high premiums and limited coverage in India and China despite these things China have little comparative advantage over India.",Journal Article,,58-68,Analysis of Health Care Markets,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1287720&site=ehost-live
,,105,,ecn,EconLit,1155481,,,,,,,,,,,,20110101,2011,1,1,,,,,,,,,,,,,,The Fight Against Geography: Malaria and Economic Development in Italian Regions,,"Percoco, Marco",,,,,"Geography has long been considered as a fundamental prerequisite for economic development and growth. In recent years, a growing number of papers have considered the role of physical geography as a determinant of regional growth and development by considering it as a source of ""intrinsic advantage"". Malaria is considered to be strictly related to poverty and its geographically-related origin is now widely recognized, i.e. it is endemic only in certain areas of the globe whose environmental and climatic characteristics are ideal for the proliferation of mosquitoes which are the vector for the transmission of the disease. The World Health Organization is currently setting a series of policies aiming to eradicate the disease from Africa, with the specific goals to preserve human lives and possibly to boost economic growth in those areas. Among the several malaria parasites, the worst, Plasmodium falciparum, has infested Italian regions for centuries until the complete eradication occurred in the period 1945-1950. In this paper I provide an empirical assessment of the economic outcomes of malaria eradication in Italian regions. By making use of both macroeconomic and microeconomic data, I found support to the hypothesis that malaria eradication boosts productivity growth and that in the long run it leads to an increase in human capital. In particular, I found that the presence of malaria reduced significantly regional growth over the period 1891-1961, while its eradication increased the years of schooling for both males and females respectively, although my evidence points at a larger support for a very long run impact of eradication actions through an intergenerational spillover effect.",Working Paper,,,Demographic Economics: General,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1155481&site=ehost-live
,,106,,ecn,EconLit,1336043,,,,,,,,,,,,20111201,2011,12,1,,,,,,,,,,,,,,Three Essays on R&D Investment,,"Khazabi, Massoud",,,,,"The dissertation consists of three essays on industrial organization. The first essay titled ""Fundamental Sources of Long-run Labour Productivity Improvements in Canada"" examines the importance of the public infrastructure as a source of growth in labour productivity in the Canadian economy within the last four decades. Time series data are used to develop an econometric model to capture the interaction among labour productivity, R&D investments, the public infrastructure, and trade openness. Extensive tests of data quality, choice of model, and stability of the model are performed to enrich the research. The results suggest that the type of capital involved has a significant effect on the extent of labour productivity and growth. Innovation, the major characteristic of a knowledge-based economy, improves labour productivity both in the short and long run. The effect of trade openness is also discussed in depth. The second paper titled ""Competition and Innovation with Horizontal R&D Spillovers"" extends a theoretical framework for analyzing competition and innovation in presence of horizontal spillovers. Introducing two scenarios, it is shown that when firms behave non-cooperatively in both the R&D and production stages, (i) the degree of spillover has a negative relationship with the effective and respective R&D expenditures of each firm as well as the level of social welfare; (ii) the relationship between the number of firms and the respective and effective R&D expenditure of each firm is negative. It also has a negative relationship with the level of social welfare: an inverted-U relationship when the benefits of R&D are low and a steady negative relationship when R&D technology is very productive. When firms behave cooperatively in the R&D stage, and non-cooperatively in the production stage, (i) the relationship between the R&D expenditure of the joint research lab and the number of firms in the market is negative, and (ii) in the limit, there would be no innovation in the market when the number of firms tends to infinity. It is also shown that when there are more than one firm in the market, allowing them to cooperate in the R&D stage, but not in the production stage, yields a level of social welfare that is higher than the social welfare level obtained when the firms behave non-cooperatively in both stages of the game. The third paper titled ""The Search for New Drugs: A Theory of R&D in the Pharmaceutical Industry"" formalizes, in a rigorous manner, the concept of information externalities, by modeling R&D activities as the process of searching for a drug to treat a disease, with R&D activities being modeled from the perspective of the theory of optimal search. In conventional models of patent design, only one brand--the brand with the highest quality--is available on the market at any time. Furthermore, demand is completely inelastic: each consumer, regardless of income and regardless of the price of the brand offered on the market, buys exactly one unit of the brand. In this model, which is a dynamic model in continuous time, several differentiated products--the products whose patents are still in force and the products whose patents have expired--are available at any time on the market. Furthermore, the demand for a brand depends on income, its own price, and the prices of the other brands. The analyses of R&D as well as the impact of the cost and the quality of newly discovered drugs on the market are represented under this framework, when the pharmaceutical firms with an active drug discovery program behave strategically in both R&D and in the product market.",Dissertation,,,Macroeconomics: Production,English,eng,,,Three Essays on R&D Investment,Ph.D.,University of Ottawa,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1336043&site=ehost-live
